Date,Open,High,Low,Close,Volume
3/10/2014,83.82,84.269997,83.440002,84.040001,1520800
3/11/2014,84.32,84.599998,83.379997,83.550003,1687300
3/12/2014,83.160004,83.309998,82.589996,82.75,2643300
3/13/2014,83.010002,83.019997,81.870003,82.089996,2702000
3/14/2014,81.980003,82.470001,81.32,81.379997,2048800
3/17/2014,81.970001,83.43,81.730003,83.389999,2286600
3/18/2014,83.690002,84.120003,83.330002,83.790001,2181100
3/19/2014,83.57,83.82,81.900002,82.629997,1984500
3/20/2014,82.5,83.099998,81.809998,83.059998,1657300
3/21/2014,83.440002,83.690002,82.629997,82.830002,4799100
3/24/2014,83.32,83.82,81.610001,82,2998500
3/25/2014,82.610001,83.75,82.589996,83.519997,2875900
3/26/2014,84,84.120003,82.970001,82.970001,3972700
3/27/2014,80.110001,80.290001,76.25,78.800003,14814900
3/28/2014,79.550003,79.959999,78.470001,78.809998,7108500
3/31/2014,79.18,79.860001,78.25,79.720001,4318100
4/1/2014,79.599998,79.669998,78.970001,79.540001,3877400
4/2/2014,79.290001,80.150002,79.059998,79.989998,3091800
4/3/2014,79.790001,80,78.050003,79.349998,3588500
4/4/2014,79.589996,79.690002,78.059998,78.139999,4121300
4/7/2014,77.599998,78.989998,77.489998,78.879997,4568100
4/8/2014,78.470001,79.050003,78.18,78.290001,3772600
4/9/2014,77.660004,78.550003,77.279999,78.480003,3470700
4/10/2014,78.57,78.730003,76.769997,76.830002,3518400
4/11/2014,76.459999,77.629997,76.360001,77.089996,4761900
4/14/2014,77.470001,78.639999,76.879997,77.82,3672900
4/15/2014,78.07,78.949997,77.419998,78.919998,3333400
4/16/2014,79.540001,79.989998,78.970001,79.110001,3771500
4/17/2014,78.730003,79.5,78,78.900002,4428100
4/21/2014,78.879997,79.720001,78.730003,79.709999,2423900
4/22/2014,79.580002,80,78.910004,79.639999,2187800
4/23/2014,79.330002,79.730003,79.099998,79.110001,2014000
4/24/2014,79.449997,79.459999,77.959999,78.360001,3378900
4/25/2014,79.089996,79.220001,78.269997,78.43,2666600
4/28/2014,78.550003,79.330002,77.93,79.07,3553000
4/29/2014,79.029999,79.769997,78.839996,79.68,2315900
4/30/2014,77.650002,80.389999,77.349998,80.220001,3446600
5/1/2014,80.18,80.699997,79.650002,79.839996,2387100
5/2/2014,79.860001,80.199997,79.330002,79.360001,1797700
5/5/2014,78.739998,79.18,78.379997,79,1913100
5/6/2014,79,79,78.580002,78.730003,2188900
5/7/2014,78.739998,78.870003,77.709999,78.209999,3421800
5/8/2014,78.169998,79.050003,78.010002,78.830002,2607600
5/9/2014,78.809998,78.830002,78.080002,78.739998,1801200
5/12/2014,78.709999,79.5,78.709999,79.190002,2835500
5/13/2014,79.239998,79.970001,79.199997,79.68,1380800
5/14/2014,78.900002,79.610001,78.589996,78.849998,1705800
5/15/2014,78.830002,79.900002,78.279999,78.419998,2790200
5/16/2014,78.699997,79.75,78.550003,79.529999,2575100
5/19/2014,79.18,79.580002,78.93,79.559998,1727600
5/20/2014,79.349998,79.559998,78.190002,78.400002,1797200
5/21/2014,78.169998,79.480003,78.169998,79.370003,1578200
5/22/2014,79.410004,79.540001,78.879997,79.449997,1309200
5/23/2014,79.68,79.959999,79.480003,79.790001,1199800
5/27/2014,79.809998,80.220001,79.690002,80.099998,1830600
5/28/2014,80.059998,80.150002,79.459999,79.580002,1943100
5/29/2014,79.93,80.459999,79.449997,80.419998,1320800
5/30/2014,80.459999,81.489998,80.269997,81.449997,2477600
6/2/2014,81.099998,81.739998,81.089996,81.269997,1578100
6/3/2014,81.209999,82,81.099998,81.870003,2280400
6/4/2014,81.870003,83.730003,81.489998,83.449997,4563600
6/5/2014,83.529999,83.650002,82.919998,83.580002,2313400
6/6/2014,83.599998,83.879997,83.360001,83.529999,2429000
6/9/2014,83.489998,84.559998,83.400002,84.260002,2093000
6/10/2014,84.07,84.489998,83.559998,83.639999,1889300
6/11/2014,83.349998,83.620003,82.629997,82.940002,2402300
6/12/2014,83.040001,83.120003,82.089996,82.419998,1928700
6/13/2014,82.959999,83.400002,82.510002,82.730003,1625000
6/16/2014,82.440002,83.050003,82.290001,82.82,1807000
6/17/2014,82.629997,82.989998,82.260002,82.510002,1735500
6/18/2014,82.529999,82.790001,82.230003,82.690002,2702500
6/19/2014,82.830002,83.370003,82.709999,83.059998,2352300
6/20/2014,82.93,83.389999,82.410004,83.129997,4154500
6/23/2014,82.889999,82.980003,82.160004,82.669998,2964000
6/24/2014,82.699997,82.980003,82.260002,82.440002,2795800
6/25/2014,82.309998,83.529999,82.169998,83.059998,3735900
6/26/2014,82.949997,83.150002,79.769997,81.529999,7405900
6/27/2014,81.089996,81.800003,80.970001,81.349998,4008700
6/30/2014,81.099998,81.599998,80.75,80.839996,3472900
7/1/2014,81.089996,81.620003,80.910004,81.25,2141600
7/2/2014,81,81.489998,80.650002,81.059998,2400500
7/3/2014,81.260002,81.690002,81.220001,81.550003,1042900
7/7/2014,81.120003,81.32,80.769997,81.050003,2083500
7/8/2014,80.989998,81.260002,80.809998,81.110001,1815600
7/9/2014,81.150002,81.480003,80.529999,80.639999,2884000
7/10/2014,80.080002,80.419998,79.699997,79.769997,2965000
7/11/2014,79.879997,80.110001,79.550003,79.769997,2586700
7/14/2014,80.160004,80.32,79.260002,79.459999,2595800
7/15/2014,79.360001,79.860001,79.099998,79.360001,3195000
7/16/2014,79.870003,80.110001,79.449997,79.739998,3423500
7/17/2014,79.650002,80.099998,79.18,79.239998,2107700
7/18/2014,79.489998,79.790001,78.849998,79.739998,2818900
7/21/2014,79.849998,80.199997,79.389999,79.800003,1985800
7/22/2014,80,80.669998,79.989998,80.290001,2105700
7/23/2014,80.400002,80.779999,80.190002,80.589996,2483700
7/24/2014,80.330002,80.900002,80.230003,80.690002,2065600
7/25/2014,80.32,80.830002,80.120003,80.379997,1487600
7/28/2014,80.18,80.919998,79.970001,80.650002,1799200
7/29/2014,80.589996,80.959999,80.459999,80.57,2416900
7/30/2014,80.599998,80.870003,80.150002,80.489998,1722500
7/31/2014,79.910004,80.660004,79.220001,79.279999,2745800
8/1/2014,78.849998,79.480003,78.349998,78.699997,2402700
8/4/2014,78.970001,79.489998,78.5,79.349998,2160900
8/5/2014,78.959999,79.269997,78.040001,78.449997,2163300
8/6/2014,77.260002,78.139999,76.870003,77.839996,3093600
8/7/2014,78.309998,78.589996,77.339996,77.5,2138100
8/8/2014,77.720001,78.919998,77.379997,78.870003,2523000
8/11/2014,78.959999,79.519997,78.610001,78.959999,2931600
8/12/2014,78.889999,79.25,78.330002,78.57,2062500
8/13/2014,78.989998,79.25,78.519997,78.989998,2103700
8/14/2014,79.190002,79.269997,78.879997,79.269997,1682400
8/15/2014,79.480003,79.93,78.599998,79.010002,2533800
8/18/2014,79.410004,79.980003,79.330002,79.809998,1920700
8/19/2014,79.940002,80.5,79.650002,80.32,1663000
8/20/2014,80.32,80.489998,79.879997,80.400002,1214500
8/21/2014,80.660004,81.029999,80.419998,80.82,1360100
8/22/2014,80.599998,80.82,80.400002,80.510002,1810200
8/25/2014,81.040001,81.599998,80.879997,80.980003,1733300
8/26/2014,81.300003,81.989998,81.199997,81.620003,2432900
8/27/2014,81.459999,81.580002,80.760002,80.980003,1728000
8/28/2014,80.589996,81.800003,80.330002,81.019997,1846100
8/29/2014,81.32,81.32,80.519997,81.059998,1416600
9/2/2014,80.949997,81.489998,80.910004,81.120003,1754000
9/3/2014,81.550003,81.959999,81.300003,81.860001,2041300
9/4/2014,82.139999,82.160004,81.519997,81.760002,2781100
9/5/2014,81.699997,82.07,81.470001,81.830002,2276700
9/8/2014,81.75,82.050003,81.540001,81.730003,1880100
9/9/2014,81.699997,81.739998,80.699997,80.949997,2173800
9/10/2014,80.949997,81.349998,80.699997,81.209999,1922600
9/11/2014,81.059998,81.529999,80.82,81.510002,1856200
9/12/2014,81.300003,81.559998,80.580002,80.970001,2801800
9/15/2014,80.989998,81.150002,80.449997,80.599998,1949200
9/16/2014,79.839996,80.470001,79.18,80.089996,4188400
9/17/2014,80.07,80.209999,79.349998,79.68,3119200
9/18/2014,80.080002,80.709999,79.790001,80.459999,3034400
9/19/2014,80.639999,80.839996,79.650002,79.93,4365500
9/22/2014,79.919998,79.919998,79.07,79.220001,3698500
9/23/2014,79.220001,79.610001,78.900002,79.599998,4313400
9/24/2014,77.949997,80.43,77.559998,80.199997,6875200
9/25/2014,79.970001,80.110001,78.540001,78.980003,5547600
9/26/2014,79.230003,79.370003,78.75,79.290001,2912100
9/29/2014,78.260002,79.980003,78.080002,79.919998,2967300
9/30/2014,79.800003,81.769997,78.839996,81.32,5449100
10/1/2014,81.18,81.25,79.540001,79.720001,3785700
10/2/2014,79.489998,79.809998,78.75,79.43,3046100
10/3/2014,80,80.629997,80,80.32,2588200
10/6/2014,80.400002,80.940002,80.230003,80.730003,2475100
10/7/2014,80.510002,80.559998,78.800003,78.809998,2991100
10/8/2014,78.410004,80.080002,78.389999,79.839996,4899600
10/9/2014,79.940002,80.010002,78.120003,78.190002,3949100
10/10/2014,78.410004,78.82,76.800003,76.839996,3389400
10/13/2014,76.839996,77.32,76.25,76.290001,3332200
10/14/2014,76.639999,77.150002,75.980003,76.169998,6816800
10/15/2014,74.199997,76.190002,73.980003,75.849998,4809700
10/16/2014,74.93,76.599998,74.599998,76.150002,4648200
10/17/2014,76.830002,76.980003,76.32,76.620003,2738000
10/20/2014,75.68,76.739998,75.330002,76.440002,2457700
10/21/2014,76.830002,78.220001,76.580002,77.93,2382800
10/22/2014,78.099998,78.889999,77.419998,77.459999,2421600
10/23/2014,78.220001,78.480003,77.690002,78.080002,1976700
10/24/2014,78.099998,79.07,78.07,78.349998,2314000
10/27/2014,78.029999,79.419998,77.940002,79.019997,3383300
10/28/2014,79.279999,79.480003,79,79.470001,2465400
10/29/2014,79.470001,79.949997,79,79.550003,2432800
10/30/2014,79.349998,80.650002,79.349998,80.620003,2775400
10/31/2014,81.080002,81.419998,80.940002,81.120003,3089700
11/3/2014,81.029999,81.370003,80.669998,80.970001,2306800
11/4/2014,80.889999,81.290001,80.779999,81.150002,2371300
11/5/2014,81.5,82.5,81.349998,82.480003,3201700
11/6/2014,82.190002,83.309998,82.110001,83.239998,2606900
11/7/2014,83.239998,83.75,82.720001,83.480003,2504900
11/10/2014,83.160004,84.349998,83.160004,84.160004,2444500
11/11/2014,84.129997,84.5,83.779999,83.940002,1650300
11/12/2014,83.830002,84.220001,83.57,84.120003,1929600
11/13/2014,84.029999,84.779999,83.800003,84.440002,2337200
11/14/2014,84.269997,84.739998,84.050003,84.639999,2777200
11/17/2014,84.43,84.790001,84.129997,84.650002,1890200
11/18/2014,84.650002,84.769997,84.080002,84.300003,2715500
11/19/2014,84.059998,84.199997,83.459999,83.639999,2117400
11/20/2014,83.480003,83.910004,83.160004,83.440002,1573400
11/21/2014,84.32,84.370003,83.709999,84.080002,2204300
11/24/2014,83.989998,85,83.989998,84.93,2003200
11/25/2014,84.800003,85.379997,84.779999,85.32,3475200
11/26/2014,85.279999,85.290001,84.809998,85.150002,1930100
11/28/2014,85.290001,86.489998,85.190002,86.330002,1725100
12/1/2014,85.879997,87.080002,85.610001,86,2743600
12/2/2014,85.849998,86.220001,85.25,85.980003,2504300
12/3/2014,86.400002,86.599998,85.779999,86.519997,1728400
12/4/2014,86.410004,86.559998,85.93,86.339996,1724400
12/5/2014,86.309998,86.489998,86.080002,86.190002,2229900
12/8/2014,86.160004,86.160004,84.769997,84.970001,2179100
12/9/2014,84.169998,85.220001,83.989998,85.18,1652900
12/10/2014,85.199997,85.309998,83.620003,83.730003,1967700
12/11/2014,84.379997,85.43,83.68,83.879997,2369300
12/12/2014,83.410004,83.470001,81.860001,81.900002,2784800
12/15/2014,82.129997,82.849998,81.690002,81.879997,3154600
12/16/2014,82,84.220001,81.660004,82.870003,4386500
12/17/2014,83,85.309998,82.849998,85.300003,5081000
12/18/2014,88.120003,90.989998,87.790001,89.739998,8918400
12/19/2014,90.150002,91.360001,89.639999,90.510002,6480600
12/22/2014,90.080002,91.25,89.769997,91.18,2986500
12/23/2014,91.349998,91.75,90.699997,91.419998,2148500
12/24/2014,91.480003,91.940002,91.309998,91.32,914900
12/26/2014,91.400002,91.720001,91.18,91.260002,1194000
12/29/2014,90.900002,91.050003,90.239998,90.519997,1994000
12/30/2014,90.5,90.839996,89.989998,90.190002,1721900
12/31/2014,90.18,90.480003,89.290001,89.309998,1754500
1/2/2015,89.669998,90.089996,88.43,88.839996,2021300
1/5/2015,88.040001,88.32,87.18,87.339996,3000000
1/6/2015,87.5,87.769997,86.010002,86.709999,2867000
1/7/2015,87.160004,88.75,87.160004,88.529999,2865500
1/8/2015,89,90.150002,88.839996,89.879997,2802900
1/9/2015,89.949997,90.150002,89.379997,89.779999,2399900
1/12/2015,89.110001,90.019997,88.910004,89.510002,2417400
1/13/2015,89.769997,91.339996,89.150002,89.830002,4007000
1/14/2015,89.540001,89.540001,88,88.779999,2377900
1/15/2015,89.010002,89.099998,87.669998,88.169998,1821000
1/16/2015,87.75,89.010002,87.550003,88.889999,2657400
1/20/2015,88.889999,89.419998,87.919998,88.620003,2333600
1/21/2015,88.349998,88.629997,87.730003,88.339996,2040800
1/22/2015,88.720001,89.559998,87.949997,89.5,2656900
1/23/2015,89.510002,89.919998,89.139999,89.220001,1939100
1/26/2015,89.040001,89.199997,88.239998,89.080002,1997200
1/27/2015,87.949997,88.32,86,86.160004,3689000
1/28/2015,86.93,87.120003,84.330002,84.360001,3469100
1/29/2015,84.949997,85.699997,83.940002,85.639999,3590600
1/30/2015,85.120003,85.440002,83.860001,84.029999,3837500
2/2/2015,84.419998,85.849998,83.470001,85.830002,3088500
2/3/2015,86.25,87.959999,85.970001,87.919998,3497400
2/4/2015,89.18,89.18,87.169998,87.339996,2764100
2/5/2015,88.110001,88.540001,87.339996,88.470001,2102000
2/6/2015,88.599998,89.099998,87.839996,88.150002,2365300
2/9/2015,87.510002,88.230003,87.099998,87.360001,2670500
2/10/2015,87.739998,87.910004,86.68,87.519997,2573800
2/11/2015,87.519997,88.169998,87.25,87.959999,1829800
2/12/2015,88.059998,89.220001,87.980003,89.089996,1931300
2/13/2015,89.089996,89.800003,89.080002,89.790001,1774400
2/17/2015,89.629997,89.790001,88.830002,89.300003,1915900
2/18/2015,89,89.519997,88.860001,89.43,1508900
2/19/2015,89.529999,90.379997,89.370003,90.269997,1751700
2/20/2015,90.019997,90.980003,89.309998,90.489998,2950600
2/23/2015,90.599998,90.790001,90.129997,90.57,1579000
2/24/2015,90.169998,91,89.889999,90.849998,1592000
2/25/2015,90.639999,91.440002,90.330002,90.599998,1732900
2/26/2015,90.82,91.230003,90,90.300003,2156800
2/27/2015,90.050003,90.760002,89.860001,90.029999,1686100
3/2/2015,90.029999,91.239998,89.730003,91.18,1975000
3/3/2015,91.18,91.269997,90.550003,90.839996,2888300
3/4/2015,90.830002,91.199997,90.059998,90.910004,2724600
3/5/2015,91.309998,92.18,91.18,92.050003,3019600
3/6/2015,91.620003,91.949997,90.489998,90.669998,3735000
3/9/2015,90.730003,90.959999,90.139999,90.790001,1464200
3/10/2015,89.959999,90.209999,88.050003,88.059998,3230200
3/11/2015,88.290001,88.900002,86.760002,86.860001,4320400
3/12/2015,87.029999,88.300003,86.860001,88.199997,2164100
3/13/2015,88.18,88.209999,86.400002,87.870003,3617200
3/16/2015,88.32,89.099998,88.139999,88.910004,2246000
3/17/2015,88.349998,88.879997,88.209999,88.839996,2210900
3/18/2015,88.800003,91.349998,88.370003,90.93,2664900
3/19/2015,90.889999,91.339996,89.989998,90.190002,2658500
3/20/2015,90.889999,91.650002,90.510002,91.480003,3558200
